County,State,SizeRank,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Wayne County,Pennsylvania,786,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,138018,141883,145883,141300
Waynesboro City,Virginia,1186,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,148800,156258,161550,163925,180550
Weakley County,Tennessee,1002,60200,65958,65083,66650,63508,62167,73067,66825,68208,81542,86150,83283,71250
Weber County,Utah,258,156480,155858,148142,139150,139225,152158,157342,167075,181625,202083,225275,251075,265000
Webster County,Iowa,957,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,82892,91992,81400
Weld County,Colorado,239,168600,163700,165967,164233,178075,195133,213842,242475,268475,298308,321383,348300,362550
West Baton Rouge Parish,Louisiana,1147,#DIV/0!,#DIV/0!,#DIV/0!,170375,164600,170642,188575,189292,189808,191117,202183,198308,209700
Westchester County,New York,40,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,569433,567300,575133,607033,611225,613750
Westmoreland County,Pennsylvania,172,88840,88108,90517,93958,108292,108467,108767,111550,111642,117500,120058,125133,131000
Westmoreland County,Virginia,1222,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,161100,147108,150458,151883,150733,170900
Wharton County,Texas,918,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,146400,143650,159408,166200
Whatcom County,Washington,287,264050,254350,254308,245267,245133,252150,255125,273042,294608,319550,354317,382808,387500
White County,Arkansas,628,#DIV/0!,#DIV/0!,#DIV/0!,106700,105842,116533,111725,117000,116575,111017,107158,115600,110750
White County,Georgia,1099,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,135517,133025,148467,155933,175342,186567,181500
White County,Tennessee,1119,#DIV/0!,#DIV/0!,#DIV/0!,76163,77475,76275,85025,91250,95283,105075,120150,126917,137050
Whiteside County,Illinois,750,79740,76058,78300,76517,75483,68225,79983,77642,78867,81408,74025,80217,89150
Whitfield County,Georgia,511,#DIV/0!,#DIV/0!,85875,75100,73650,85033,93933,100858,111867,122100,128650,138717,147500
Whitley County,Indiana,1021,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,125720,128825,140325,149883,139450
Whitman County,Washington,871,#DIV/0!,174600,185008,171117,180117,191642,188867,202108,208842,219242,240617,261683,276650
Wicomico County,Maryland,537,#DIV/0!,#DIV/0!,#DIV/0!,134100,120233,128692,128800,132417,133208,137425,143183,159600,174850
Wilkes County,North Carolina,671,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,114020,116550,120475,126717,133025,139300,157950
Will County,Illinois,83,210840,184083,177042,166942,156542,169467,177108,180017,183067,201442,210575,218142,223650
Williams County,Ohio,964,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86613,91842,95258,99000
Williams County,North Dakota,1166,#DIV/0!,115900,121667,157900,225258,255217,277142,286633,256667,248858,252408,259308,#DIV/0!
Williamsburg City,Virginia,1259,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,255300,267617,266325,229800
Williamson County,Texas,152,166830,168583,169058,168683,173242,191983,209233,226100,241192,255275,267883,280592,286450
Williamson County,Tennessee,314,294470,289050,300758,294633,296133,321608,333308,361750,387200,411183,447558,465242,469100
Williamson County,Illinois,690,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,121617,111225,118092,126333,#DIV/0!
Wilson County,Tennessee,475,171270,160208,163442,160783,163467,177450,188650,214617,234958,256933,273958,293245,#DIV/0!
Wilson County,North Carolina,607,#DIV/0!,#DIV/0!,#DIV/0!,100136,110100,104425,108858,110750,110225,119142,122275,123808,134100
Wilson County,Texas,892,#DIV/0!,#DIV/0!,#DIV/0!,243100,218033,232542,247342,250942,270508,274192,286567,299083,319200
Winchester City,Virginia,1110,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,144600,182200,164283,194783,196508,233767,228033,210000,283150
Windham County,Connecticut,462,181420,170175,169892,154125,153775,155600,149550,158025,161758,173750,186667,190317,201100
Winnebago County,Illinois,207,103090,99042,95700,82408,73358,78475,73192,82458,94992,101033,106425,110692,116600
Winnebago County,Wisconsin,344,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,124900,126825,137550,147875,151183,173000
Winona County,Minnesota,802,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,155750,144108,145375,159058,165050
Wise County,Texas,744,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,167938,159567,165200,183008,201500,232992,242433,245550
Wood County,Ohio,445,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,126020,130917,133625,140458,142275,151617,159100,165500
Wood County,West Virginia,582,95540,85783,88883,89208,92625,96417,93367,110158,107692,102892,109550,118258,120650
Woodbury County,Iowa,515,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,129892,131992,129500
Woodford County,Kentucky,1130,148700,134342,149742,145492,150142,143942,156850,200017,176983,184017,194867,199500,#DIV/0!
Woodward County,Oklahoma,1199,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,135433,127058,120817,108600
Worcester County,Massachusetts,67,217800,197508,202792,187467,187817,205350,218867,223892,230117,240325,257850,272108,289700
Worcester County,Maryland,803,#DIV/0!,#DIV/0!,263360,237700,235583,230900,214192,218458,225350,231842,244042,250692,259350
Wright County,Minnesota,446,191100,160617,153558,144283,144100,160383,181008,192658,200600,218175,232917,247700,265100
Wyandotte County,Kansas,371,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,54417,62875,76250,84883,96092,106667,117742,126383,146850
Wyoming County,Pennsylvania,1082,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,180200,152433,141108,#DIV/0!
Yadkin County,North Carolina,953,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,102425,105592,104250,126883,133100
Yakima County,Washington,248,151610,150200,150058,149767,153625,154233,158058,164350,175492,188525,207967,229450,260300
Yamhill County,Oregon,530,222680,207825,196983,176433,171808,202292,214917,229617,254575,289950,316767,331183,366800
Yankton County,South Dakota,1165,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,165225,167825,187833,188008,180300
Yavapai County,Arizona,275,239670,191625,168083,152458,160325,188683,207683,224767,237342,269367,294000,306367,324000
York County,South Carolina,261,161360,153925,148892,150458,154783,166475,169358,185942,205817,221250,238983,247383,238450
Yuba County,California,659,179680,149400,145200,132950,134400,163042,191650,209233,229192,250683,267608,294583,289850
Yuma County,Arizona,298,168090,147492,129558,111758,111242,121717,128608,131033,139192,144267,157958,170625,174550
